"BOX","MONTH","DEPTH_BIN","min_val","max_val","n","sd","min_depth","max_depth","variable"
3,"03",3,0.03,0.28,440,0.0413531588158195,30,100,"Nitrite"
3,"03",4,0.008,0.21,419,0.0440886585355834,100,5000,"Nitrite"
3,"04",1,0,0.2115,188,0.0439705702314463,0,10,"Nitrite"
3,"04",2,0,0.2595,299,0.0473314353214638,10,30,"Nitrite"
3,"04",3,0,0.57,675,0.0670733595315802,30,100,"Nitrite"
3,"04",4,0,0.5875,531,0.0757009988151951,100,5000,"Nitrite"
3,"06",1,0.004,0.252,8,0.102472295907584,0,10,"Nitrite"
3,"06",2,0.004,0.225,16,0.0870310050116241,10,30,"Nitrite"
3,"06",3,0.03,0.263,32,0.0548264122834147,30,100,"Nitrite"
3,"06",4,0.019,0.244,20,0.0654822394562871,100,5000,"Nitrite"
3,"07",1,0,0.23,259,0.0306550456670367,0,10,"Nitrite"
3,"07",2,0,0.3,261,0.0665105783253891,10,30,"Nitrite"
3,"07",3,0,0.33,294,0.0725319264898931,30,100,"Nitrite"
3,"07",4,0,0.33,349,0.0420314932903716,100,5000,"Nitrite"
3,"08",1,0.008,0.06,34,0.0152536778534569,0,10,"Nitrite"
3,"08",2,0,0.17,34,0.054953139979285,10,30,"Nitrite"
3,"08",3,0.009,0.17,36,0.0505181642643012,30,100,"Nitrite"
3,"08",4,0.009,0.102,47,0.0273195873319657,100,5000,"Nitrite"
3,"09",1,0,0.146,177,0.0215785122413378,0,10,"Nitrite"
3,"09",2,0,0.512,309,0.0659624496290441,10,30,"Nitrite"
3,"09",3,0,0.281,751,0.061052427638468,30,100,"Nitrite"
3,"09",4,0,0.11,470,0.0206622253214157,100,5000,"Nitrite"
3,"10",1,0,0.462,191,0.0832362931087951,0,10,"Nitrite"
3,"10",2,0,0.494,288,0.100164149522035,10,30,"Nitrite"
3,"10",3,0,0.554,734,0.0976969871704201,30,100,"Nitrite"
3,"10",4,0,0.3635,502,0.0645561242484914,100,5000,"Nitrite"
3,"12",1,0.07,0.31,52,0.0650895658589793,0,10,"Nitrite"
3,"12",2,0.04,0.31,58,0.0642008437355627,10,30,"Nitrite"
3,"12",3,0.05,0.31,150,0.0686196272494093,30,100,"Nitrite"
3,"12",4,0.03,0.23,100,0.0358256158003564,100,5000,"Nitrite"
4,"02",1,0.18,0.18,1,NA,0,10,"Nitrite"
4,"02",2,0.09,0.19,4,0.0443471156521669,10,30,"Nitrite"
4,"02",3,0.09,0.11,4,0.00816496580927726,30,100,"Nitrite"
4,"03",1,0.032,0.29,446,0.0396789605752131,0,10,"Nitrite"
4,"03",2,0.033,0.31,456,0.0418648055449902,10,30,"Nitrite"
4,"03",3,0,0.4,708,0.0502241440277147,30,100,"Nitrite"
4,"03",4,0.028,0.36,227,0.0545296755641718,100,5000,"Nitrite"
4,"04",1,0.022,0.249,122,0.0406515783587699,0,10,"Nitrite"
4,"04",2,0.02,0.291,189,0.0477484901653435,10,30,"Nitrite"
4,"04",3,0.027,0.35,464,0.0619425920409306,30,100,"Nitrite"
4,"04",4,0.07,0.355,83,0.0635299919222481,100,5000,"Nitrite"
4,"06",1,0,0.096,20,0.0236852163529112,0,10,"Nitrite"
4,"06",2,0.018,0.17,28,0.0448925083013558,10,30,"Nitrite"
4,"06",3,0.035,0.233,58,0.0609421517179969,30,100,"Nitrite"
4,"06",4,0.031,0.131,16,0.0311309064007673,100,5000,"Nitrite"
4,"07",1,0,0.31,771,0.0686934594580242,0,10,"Nitrite"
4,"07",2,0,0.32,777,0.0807677116651308,10,30,"Nitrite"
4,"07",3,0,0.443,1136,0.0689905416992329,30,100,"Nitrite"
4,"07",4,0,0.32,389,0.0596710779639909,100,5000,"Nitrite"
4,"08",1,0,0.05,84,0.0109273076639472,0,10,"Nitrite"
4,"08",2,0,0.139,82,0.0345627503206268,10,30,"Nitrite"
4,"08",3,0,0.259,118,0.0621630625224503,30,100,"Nitrite"
4,"08",4,0,0.16,42,0.039439488927669,100,5000,"Nitrite"
4,"09",1,0,0.339,81,0.0607364068011198,0,10,"Nitrite"
4,"09",2,0,0.37,140,0.0812564438112003,10,30,"Nitrite"
4,"09",3,0,0.45,342,0.0939910984807079,30,100,"Nitrite"
4,"09",4,0.01,0.11,49,0.0294217514057595,100,5000,"Nitrite"
4,"10",1,0,0.38,100,0.0779578005180762,0,10,"Nitrite"
4,"10",2,0,0.394,171,0.0917295468729779,10,30,"Nitrite"
4,"10",3,0,0.4745,435,0.0926432288147647,30,100,"Nitrite"
4,"10",4,0,0.474,87,0.0932045399845072,100,5000,"Nitrite"
4,"12",1,0.13,0.2,10,0.0314289321768618,0,10,"Nitrite"
4,"12",2,0.12,0.22,26,0.030916761697276,10,30,"Nitrite"
4,"12",3,0.08,0.24,48,0.0478468115540265,30,100,"Nitrite"
4,"12",4,0.12,0.13,2,0.00707106781186548,100,5000,"Nitrite"
5,"01",1,0.068,0.254,32,0.0451010402390584,0,10,"Nitrite"
5,"01",2,0.066,0.22,30,0.0409174807372724,10,30,"Nitrite"
5,"01",3,0.021,0.241,66,0.0573793027343866,30,100,"Nitrite"
5,"01",4,0,0.17,35,0.0444884651276234,100,5000,"Nitrite"
5,"02",1,0,0.27,61,0.0641807045889187,0,10,"Nitrite"
5,"02",2,0,0.216,54,0.0476271625310778,10,30,"Nitrite"
5,"02",3,0,0.27,109,0.0624851895465969,30,100,"Nitrite"
5,"02",4,0,0.2,54,0.0494229878302161,100,5000,"Nitrite"
5,"03",1,0.027,0.27,174,0.0405221668995117,0,10,"Nitrite"
5,"03",2,0.029,0.23,179,0.0370206288441332,10,30,"Nitrite"
5,"03",3,0,0.31,276,0.0429166098596398,30,100,"Nitrite"
5,"03",4,0,0.22,183,0.0511192373247902,100,5000,"Nitrite"
5,"04",1,0,0.263,161,0.0455748978288685,0,10,"Nitrite"
5,"04",2,0,0.277,233,0.0476365748794182,10,30,"Nitrite"
5,"04",3,0,0.335,574,0.0612768606112855,30,100,"Nitrite"
5,"04",4,0,0.429,234,0.0810179380196189,100,5000,"Nitrite"
5,"05",1,0,0.143,90,0.0329092237828168,0,10,"Nitrite"
5,"05",2,0,0.1505,96,0.0402918189505277,10,30,"Nitrite"
5,"05",3,0,0.3685,221,0.0651175208843283,30,100,"Nitrite"
5,"05",4,0,0.3295,101,0.0725477835022484,100,5000,"Nitrite"
5,"06",1,0,0.09,147,0.0241204504112228,0,10,"Nitrite"
5,"06",2,0,0.17,133,0.0341923295805027,10,30,"Nitrite"
5,"06",3,0,0.46,211,0.0832569408596602,30,100,"Nitrite"
5,"06",4,0,0.325,140,0.0602100571031266,100,5000,"Nitrite"
5,"07",1,0,0.75139,370,0.0782738888302926,0,10,"Nitrite"
5,"07",2,0,0.277,353,0.0406587951015391,10,30,"Nitrite"
5,"07",3,0,0.73888,427,0.090471477285641,30,100,"Nitrite"
5,"07",4,0,0.21,362,0.0376058298126478,100,5000,"Nitrite"
5,"08",1,0,0.11,152,0.0190449926818849,0,10,"Nitrite"
5,"08",2,0,0.22,138,0.0318803963930424,10,30,"Nitrite"
5,"08",3,0,0.5,197,0.0813275052483108,30,100,"Nitrite"
5,"08",4,0,0.438,148,0.0543713965147397,100,5000,"Nitrite"
5,"09",1,0,0.15,72,0.0361250700569524,0,10,"Nitrite"
5,"09",2,0,0.1915,135,0.0489219666103682,10,30,"Nitrite"
5,"09",3,0,0.4715,305,0.085306645966114,30,100,"Nitrite"
5,"09",4,0,0.261,110,0.0538332498228441,100,5000,"Nitrite"
5,"10",1,0,0.2135,122,0.0465056118259949,0,10,"Nitrite"
5,"10",2,0,0.3055,184,0.0611514413760715,10,30,"Nitrite"
5,"10",3,0,0.6895,413,0.098021777998623,30,100,"Nitrite"
5,"10",4,0,0.2725,158,0.0565188359720935,100,5000,"Nitrite"
5,"11",1,0,0.175,59,0.0488138258767643,0,10,"Nitrite"
5,"11",2,0,0.175,66,0.0460898382886423,10,30,"Nitrite"
5,"11",3,0,0.249,143,0.0660206676211094,30,100,"Nitrite"
5,"11",4,0,0.07,61,0.0183067666429119,100,5000,"Nitrite"
5,"12",1,0.14,0.305,50,0.0457950458509411,0,10,"Nitrite"
5,"12",2,0.115,0.311,55,0.0498439433318501,10,30,"Nitrite"
5,"12",3,0.016,0.312,112,0.0796685858707563,30,100,"Nitrite"
5,"12",4,0,0.2,52,0.043165820789886,100,5000,"Nitrite"
6,"02",1,0.203,0.223,5,0.00846758525200662,0,10,"Nitrite"
6,"02",3,0.21,0.225,4,0.00723417813807024,30,100,"Nitrite"
6,"02",4,0.148,0.148,1,NA,100,5000,"Nitrite"
6,"03",1,0.01,0.17,114,0.0312183203808689,0,10,"Nitrite"
6,"03",2,0.034,0.109,56,0.0227658250939383,10,30,"Nitrite"
6,"03",3,0.028,0.405,112,0.0769694145869207,30,100,"Nitrite"
6,"03",4,0.008,0.276,34,0.0856729261049235,100,5000,"Nitrite"
6,"04",1,0,0.31,366,0.0537523476822491,0,10,"Nitrite"
6,"04",2,0,0.36,536,0.0569642604952963,10,30,"Nitrite"
6,"04",3,0,0.656,1269,0.0860270750430241,30,100,"Nitrite"
6,"04",4,0,0.45,329,0.0912386780231415,100,5000,"Nitrite"
6,"05",1,0,0.1245,78,0.0257650860728168,0,10,"Nitrite"
6,"05",2,0,0.24,93,0.0461573364461966,10,30,"Nitrite"
6,"05",3,0,0.395,200,0.0869211125043564,30,100,"Nitrite"
6,"05",4,0.014,0.192,45,0.0516322661626517,100,5000,"Nitrite"
6,"06",1,0,0.07,260,0.0155735338614894,0,10,"Nitrite"
6,"06",2,0,0.15,297,0.0250851965363456,10,30,"Nitrite"
6,"06",3,0,0.26,250,0.0548603039345497,30,100,"Nitrite"
6,"06",4,0,0.25,243,0.0566285671087889,100,5000,"Nitrite"
6,"07",1,0,0.275,527,0.0265258507933671,0,10,"Nitrite"
6,"07",2,0,0.24,526,0.042469597394829,10,30,"Nitrite"
6,"07",3,0,0.496,746,0.0757811057590732,30,100,"Nitrite"
6,"07",4,0,0.29,239,0.0557744863404015,100,5000,"Nitrite"
6,"08",1,0,0.125,688,0.0164394013967378,0,10,"Nitrite"
6,"08",2,0,0.313,658,0.047163029514407,10,30,"Nitrite"
6,"08",3,0,0.35,961,0.0633831924260629,30,100,"Nitrite"
6,"08",4,0,0.2,309,0.045686336376252,100,5000,"Nitrite"
6,"09",1,0,0.09,258,0.0205236129091794,0,10,"Nitrite"
6,"09",2,0,0.43,481,0.0606483694982785,10,30,"Nitrite"
6,"09",3,0,0.5,1016,0.0891486669774307,30,100,"Nitrite"
6,"09",4,0,0.166,269,0.0354814877183032,100,5000,"Nitrite"
6,"10",1,0,0.1965,213,0.0433313977350709,0,10,"Nitrite"
6,"10",2,0,0.2345,350,0.0536349282467992,10,30,"Nitrite"
6,"10",3,0,0.4665,699,0.0887366609880034,30,100,"Nitrite"
6,"10",4,0,0.2915,223,0.0636426494726545,100,5000,"Nitrite"
6,"11",1,0,0.23,219,0.0393329662455383,0,10,"Nitrite"
6,"11",2,0,0.22,235,0.0449144182255432,10,30,"Nitrite"
6,"11",3,0,0.28,204,0.052648464491292,30,100,"Nitrite"
6,"11",4,0,0.25,178,0.0481519382144891,100,5000,"Nitrite"
6,"12",1,0.09,0.35,54,0.0482427040138303,0,10,"Nitrite"
6,"12",2,0.08,0.34,72,0.0443398367922184,10,30,"Nitrite"
6,"12",3,0.02,0.24,160,0.0508271209731094,30,100,"Nitrite"
6,"12",4,0.01,0.15,46,0.0310189283026264,100,5000,"Nitrite"
7,"02",1,0.188,0.231,2,0.0304055915910216,0,10,"Nitrite"
7,"02",3,0.225,0.225,1,NA,30,100,"Nitrite"
7,"02",4,0.12,0.12,1,NA,100,5000,"Nitrite"
7,"03",1,0.035,0.233,18,0.0649547102147717,0,10,"Nitrite"
7,"03",2,0.034,0.186,22,0.0578498766213743,10,30,"Nitrite"
7,"03",3,0.047,0.397,66,0.0853513511718072,30,100,"Nitrite"
7,"03",4,0.006,0.318,89,0.0549225148308249,100,5000,"Nitrite"
7,"04",1,0,0.39,208,0.0946963587288996,0,10,"Nitrite"
7,"04",2,0,0.38,308,0.0919256632421145,10,30,"Nitrite"
7,"04",3,0,0.629,781,0.110661417265239,30,100,"Nitrite"
7,"04",4,0,0.4625,1097,0.0894610089408458,100,5000,"Nitrite"
7,"05",1,0,0.22,84,0.055799532074115,0,10,"Nitrite"
7,"05",2,0,0.272,99,0.0660299967595608,10,30,"Nitrite"
7,"05",3,0,1.28,219,0.198266853410985,30,100,"Nitrite"
7,"05",4,0,0.227,1099,0.0449928588275464,100,5000,"Nitrite"
7,"06",1,0.005,0.005,8,0,0,10,"Nitrite"
7,"06",2,0.005,0.005,8,0,10,30,"Nitrite"
7,"06",3,0.005,0.183,12,0.0651098721742368,30,100,"Nitrite"
7,"06",4,0.005,0.052,97,0.00552928784338298,100,5000,"Nitrite"
7,"07",1,0,0.04,28,0.014969103983675,0,10,"Nitrite"
7,"07",2,0,0.097,30,0.029661403381747,10,30,"Nitrite"
7,"07",3,0.038,0.249,30,0.0602144061885831,30,100,"Nitrite"
7,"07",4,0.012,0.184,34,0.0370112475075853,100,5000,"Nitrite"
7,"08",1,0,0.05,48,0.00992918186369197,0,10,"Nitrite"
7,"08",2,0,0.15,46,0.0374262559933686,10,30,"Nitrite"
7,"08",3,0,0.25,48,0.0655204173418674,30,100,"Nitrite"
7,"08",4,0,0.2,61,0.0495559682487492,100,5000,"Nitrite"
7,"09",1,0,0.15,193,0.031833291441142,0,10,"Nitrite"
7,"09",2,0,0.18,303,0.0329246211152705,10,30,"Nitrite"
7,"09",3,0,0.459,726,0.0808854016839049,30,100,"Nitrite"
7,"09",4,0,0.29,1221,0.0450412146547465,100,5000,"Nitrite"
7,"10",1,0,0.1725,146,0.0470523684621002,0,10,"Nitrite"
7,"10",2,0,0.275,222,0.0567068480045853,10,30,"Nitrite"
7,"10",3,0,0.4555,560,0.0959856129642121,30,100,"Nitrite"
7,"10",4,0,0.385,863,0.0662497612330975,100,5000,"Nitrite"
7,"11",1,0.01,0.26,22,0.0693320013192062,0,10,"Nitrite"
7,"11",2,0.01,0.25,16,0.0974935895328508,10,30,"Nitrite"
7,"11",3,0.01,0.28,60,0.0996506609977482,30,100,"Nitrite"
7,"11",4,0,0.27,88,0.0468099383029816,100,5000,"Nitrite"
7,"12",1,0.04,0.4525,19,0.174095557547844,0,10,"Nitrite"
7,"12",2,0.04,0.446,27,0.170503410832197,10,30,"Nitrite"
7,"12",3,0.02,0.45,59,0.17247330534857,30,100,"Nitrite"
7,"12",4,0.01,0.4465,167,0.0492191624686551,100,5000,"Nitrite"
8,"03",1,0.04,0.17,95,0.0335229025354443,0,10,"Nitrite"
8,"04",1,0,0.2305,124,0.0565964302229257,0,10,"Nitrite"
8,"04",2,0,0.231,180,0.0643903011803454,10,30,"Nitrite"
8,"04",3,0,0.33,461,0.0693419420032143,30,100,"Nitrite"
8,"04",4,0,0.4095,373,0.0781726402787012,100,5000,"Nitrite"
8,"05",1,0,0.07,24,0.0213778972949545,0,10,"Nitrite"
8,"05",2,0,0.08,31,0.0254084906645291,10,30,"Nitrite"
8,"05",3,0.025,0.299,57,0.0397085954975869,30,100,"Nitrite"
8,"05",4,0,0.157,83,0.0438458416651488,100,5000,"Nitrite"
8,"06",1,0,0.09,179,0.0159565192888346,0,10,"Nitrite"
8,"06",2,0,0.18,197,0.0351849827406959,10,30,"Nitrite"
8,"06",3,0.01,0.34,135,0.0571531164287958,30,100,"Nitrite"
8,"06",4,0,0.15,446,0.0312494873238543,100,5000,"Nitrite"
8,"07",1,0,0.08,31,0.0287377463367629,0,10,"Nitrite"
8,"07",2,0,0.196,32,0.0494635740852834,10,30,"Nitrite"
8,"07",3,0,0.3,33,0.0992263921239677,30,100,"Nitrite"
8,"07",4,0,0.12,46,0.0372783238618864,100,5000,"Nitrite"
8,"08",1,0,0.08,106,0.0147433387580917,0,10,"Nitrite"
8,"08",2,0,0.189,116,0.0461167436835691,10,30,"Nitrite"
8,"08",3,0,0.251,114,0.066120138900366,30,100,"Nitrite"
8,"08",4,0,0.21,172,0.0421046228531485,100,5000,"Nitrite"
8,"09",1,0,0.08,122,0.0177446321057368,0,10,"Nitrite"
8,"09",2,0,0.31,181,0.0654920657896789,10,30,"Nitrite"
8,"09",3,0,0.389,417,0.0895605212414675,30,100,"Nitrite"
8,"09",4,0,0.312,349,0.0459652350770468,100,5000,"Nitrite"
8,"10",1,0,0.194,134,0.0425543763188885,0,10,"Nitrite"
8,"10",2,0,0.361,223,0.0561638952110495,10,30,"Nitrite"
8,"10",3,0,0.498,459,0.0976870732377806,30,100,"Nitrite"
8,"10",4,0,0.525,430,0.0648228256145872,100,5000,"Nitrite"
8,"11",1,0,0.21,172,0.0519810194569992,0,10,"Nitrite"
8,"11",2,0,0.2,178,0.0497378387096269,10,30,"Nitrite"
8,"11",3,0,0.29,120,0.06798912419206,30,100,"Nitrite"
8,"11",4,0,0.41,393,0.0479145637714172,100,5000,"Nitrite"
8,"12",1,0.05,0.26,40,0.0630323482275325,0,10,"Nitrite"
8,"12",2,0.04,0.25,55,0.0582997017046847,10,30,"Nitrite"
8,"12",3,0.02,0.24,112,0.0447219890692074,30,100,"Nitrite"
8,"12",4,0,0.12,111,0.0287873960044004,100,5000,"Nitrite"
9,"04",1,0.1955,0.2575,2,0.0438406204335659,0,10,"Nitrite"
9,"04",2,0.1985,0.2095,4,0.00508265022732563,10,30,"Nitrite"
9,"04",3,0.147,0.2555,12,0.0362982959362941,30,100,"Nitrite"
9,"09",1,0.03,0.03,2,0,0,10,"Nitrite"
9,"09",2,0,0.03,4,0.014142135623731,10,30,"Nitrite"
9,"09",3,0,0.2,10,0.0898702768809948,30,100,"Nitrite"
9,"10",1,0,0.1325,8,0.0445593003760158,0,10,"Nitrite"
9,"10",2,0,0.1485,10,0.0623825340584651,10,30,"Nitrite"
9,"10",3,0,0.509,21,0.106018074604556,30,100,"Nitrite"
1,"02",1,6.372,7.705,8,0.51043762736359,0,10,"O2"
1,"02",3,5.346,5.351,2,0.00353553390593266,30,100,"O2"
1,"02",4,4.661,5.995,5,0.521864925052451,100,5000,"O2"
1,"03",1,6.4,8.101,33,0.37077649632531,0,10,"O2"
1,"03",2,6.671,7.47,7,0.328098272154055,10,30,"O2"
1,"03",3,4.999,5.745,3,0.428412573733934,30,100,"O2"
1,"03",4,3.154,6.144,55,0.923376333827142,100,5000,"O2"
1,"04",1,5.54,9.24,47,1.01634192176779,0,10,"O2"
1,"04",3,4.184,6.138,6,0.714014962494951,30,100,"O2"
1,"04",4,3.2,6.3,119,1.11430200036305,100,5000,"O2"
1,"05",1,6.84,7.468,8,0.265446490437742,0,10,"O2"
1,"05",2,6.458,7.284,8,0.290454815763141,10,30,"O2"
1,"05",3,5.175,7.289,12,0.579352355233973,30,100,"O2"
1,"05",4,3.167,6.047,46,0.880232401240284,100,5000,"O2"
1,"06",2,6.443,6.965,6,0.193238108732896,10,30,"O2"
1,"06",4,3.746,6.031,6,1.02554193803407,100,5000,"O2"
1,"07",1,5.718,6.88,44,0.247405603755364,0,10,"O2"
1,"07",4,3.288,5.344,45,0.597428071829656,100,5000,"O2"
1,"08",1,5.465,6.18,23,0.220612675449916,0,10,"O2"
1,"08",4,3.254,6.125,30,0.780593955996286,100,5000,"O2"
1,"09",1,5.267,6.1,24,0.242422720392126,0,10,"O2"
1,"09",2,4.986,6.301,24,0.409791383829467,10,30,"O2"
1,"09",3,3.8,6.6,35,0.774403025160769,30,100,"O2"
1,"09",4,3.152,6.12,96,1.0561367626418,100,5000,"O2"
1,"10",1,4.187,6.2,32,0.362847718380412,0,10,"O2"
1,"10",2,4.927,5.908,11,0.331014308946415,10,30,"O2"
1,"10",3,4.991,5.56,3,0.285507151107172,30,100,"O2"
1,"10",4,2.984,6.419,106,1.24493237334237,100,5000,"O2"
1,"11",1,5.8,5.9,2,0.0707106781186551,0,10,"O2"
1,"11",3,5.678,5.687,2,0.00636396103067917,30,100,"O2"
1,"11",4,3.3,5.9,8,1.10973729194925,100,5000,"O2"
1,"12",1,5.8,6.2,2,0.282842712474619,0,10,"O2"
1,"12",4,3.397,5.9,5,1.0778481804039,100,5000,"O2"
2,"02",1,3.744,7.792,93,0.664148547133939,0,10,"O2"
2,"02",3,3.126,7.571,83,0.876473267407941,30,100,"O2"
2,"02",4,6,6.447,8,0.179888854574151,100,5000,"O2"
2,"03",1,5.29,7.999,251,0.394597377253648,0,10,"O2"
2,"03",2,6.892,6.892,1,NA,10,30,"O2"
2,"03",3,4.59,7.631,226,0.493601717497239,30,100,"O2"
2,"03",4,3.81,6.671,26,0.837504005960569,100,5000,"O2"
2,"04",1,6.67,8.496,87,0.34494468833601,0,10,"O2"
2,"04",3,4.449,7.153,81,0.568630905588259,30,100,"O2"
2,"04",4,3.982,5.47,8,0.55979249982216,100,5000,"O2"
2,"07",1,5.191,7.092,119,0.416089385330282,0,10,"O2"
2,"07",3,4.521,6.661,98,0.427513281463744,30,100,"O2"
2,"07",4,4.187,6.198,19,0.591867946983672,100,5000,"O2"
2,"08",1,5.39,6.189,20,0.244540169986123,0,10,"O2"
2,"08",3,4.419,5.48,16,0.416896424986671,30,100,"O2"
2,"08",4,4.722,4.953,4,0.118317369815256,100,5000,"O2"
2,"09",1,5.707,6.113,8,0.124601579329592,0,10,"O2"
2,"09",2,5.78,6.05,2,0.190918830920368,10,30,"O2"
2,"09",3,4.468,5.767,11,0.448081749846448,30,100,"O2"
2,"10",1,5.5,6.019,11,0.163666345738129,0,10,"O2"
2,"10",2,5.843,5.958,5,0.0579111388249273,10,30,"O2"
2,"10",3,4.449,5.427,17,0.331794275382308,30,100,"O2"
2,"12",1,5.899,6.1,3,0.10071908127725,0,10,"O2"
2,"12",3,5.603,6,3,0.224461578003898,30,100,"O2"
3,"02",1,6.936,7.861,11,0.367528032326045,0,10,"O2"
3,"02",4,3.875,4.945,11,0.300431719666579,100,5000,"O2"
3,"03",1,6.218,8.39,161,0.415014623704031,0,10,"O2"
3,"03",2,6.316,7.758,31,0.319063286269607,10,30,"O2"
3,"03",3,4.921,6.605,4,0.947618901950216,30,100,"O2"
3,"03",4,2.81,7.132,196,0.966962183360981,100,5000,"O2"
3,"04",1,6.468,9.166,104,0.60324567296662,0,10,"O2"
3,"04",3,6.685,6.784,2,0.0700035713374683,30,100,"O2"
3,"04",4,3.712,6.777,111,0.804824461863837,100,5000,"O2"
3,"06",2,6.895,7.055,6,0.0695233773633015,10,30,"O2"
3,"06",4,4.446,4.559,6,0.0440488365340108,100,5000,"O2"
3,"07",1,5.705,8.695,242,0.507131182111519,0,10,"O2"
3,"07",2,6.372,7.319,11,0.303257136616916,10,30,"O2"
3,"07",3,5.357,6.485,4,0.644089214834922,30,100,"O2"
3,"07",4,3.716,6.094,248,0.42162226946125,100,5000,"O2"
3,"08",1,5.833,6.41,28,0.152687338310756,0,10,"O2"
3,"08",4,3.791,4.432,27,0.159060847716694,100,5000,"O2"
3,"09",1,5.289,6.278,48,0.234685528802008,0,10,"O2"
3,"09",2,5.653,6.533,61,0.216345956000096,10,30,"O2"
3,"09",3,4.931,5.502,5,0.234354859134604,30,100,"O2"
3,"09",4,3.596,5.579,113,0.49078777492175,100,5000,"O2"
3,"10",1,5.254,6.33,75,0.2117733575192,0,10,"O2"
3,"10",2,5.745,6.245,11,0.116002037599659,10,30,"O2"
3,"10",3,4.982,5.374,5,0.16500969668477,30,100,"O2"
3,"10",4,3.5,5.571,114,0.528821909253254,100,5000,"O2"
3,"12",1,5.79,6.4,24,0.159832787398382,0,10,"O2"
3,"12",3,5.2,5.2,1,NA,30,100,"O2"
3,"12",4,3.6,5.031,23,0.477258040429022,100,5000,"O2"
4,"03",1,5.073,8.556,371,0.440285254577212,0,10,"O2"
4,"03",2,6.578,7.869,9,0.503307835998783,10,30,"O2"
4,"03",3,5.156,8.303,204,0.683878565111377,30,100,"O2"
4,"03",4,3.187,7.319,190,0.999694327495471,100,5000,"O2"
4,"04",1,6.856,9.281,60,0.550406240315761,0,10,"O2"
4,"04",3,5.239,7.542,41,0.650386807984295,30,100,"O2"
4,"04",4,3.258,7.08,19,1.05129879294461,100,5000,"O2"
4,"06",1,6.393,7.187,10,0.267030605819716,0,10,"O2"
4,"06",2,6.876,7.149,8,0.0916043511131274,10,30,"O2"
4,"06",3,5.433,6.807,7,0.583196079090615,30,100,"O2"
4,"06",4,4.28,5.943,12,0.466093923425896,100,5000,"O2"
4,"07",1,5.626,8.908,727,0.460915949133352,0,10,"O2"
4,"07",2,6.697,8.2,5,0.615887327357853,10,30,"O2"
4,"07",3,3.961,7.31,383,0.575792899982148,30,100,"O2"
4,"07",4,2.737,6.784,349,0.734421633210342,100,5000,"O2"
4,"08",1,5.502,6.788,78,0.23654314055296,0,10,"O2"
4,"08",3,4.582,6.036,36,0.356367587110356,30,100,"O2"
4,"08",4,2.706,5.624,46,0.662244304863146,100,5000,"O2"
4,"09",1,5.452,6.623,27,0.307885468215799,0,10,"O2"
4,"09",2,5.642,6.873,18,0.385406198585981,10,30,"O2"
4,"09",3,4.461,6.532,25,0.618514637390795,30,100,"O2"
4,"09",4,3.864,5.732,22,0.591007416394893,100,5000,"O2"
4,"10",1,4.4,6.1,43,0.267476909302405,0,10,"O2"
4,"10",2,5.7,6.1,19,0.110696069862669,10,30,"O2"
4,"10",3,4.2,6.394,56,0.579420618589599,30,100,"O2"
4,"10",4,3.5,5.736,33,0.582061483071812,100,5000,"O2"
4,"12",1,5.951,6.5,7,0.212698422767117,0,10,"O2"
4,"12",3,4.3,5.896,6,0.637120841494505,30,100,"O2"
4,"12",4,5.3,5.3,1,NA,100,5000,"O2"
5,"01",1,7.298,7.966,10,0.265369846733866,0,10,"O2"
5,"01",3,7.098,7.816,10,0.275034967473835,30,100,"O2"
5,"01",4,4.255,5.459,10,0.494361777109301,100,5000,"O2"
5,"02",1,7.843,8.218,18,0.106943773022254,0,10,"O2"
5,"02",3,7.651,8.237,14,0.177338380219571,30,100,"O2"
5,"02",4,3.586,6.191,20,0.854597171956349,100,5000,"O2"
5,"03",1,6.657,9.19,95,0.433677952150453,0,10,"O2"
5,"03",2,7.899,8.236,5,0.133835720194573,10,30,"O2"
5,"03",3,5.292,8.557,21,0.812118748647488,30,100,"O2"
5,"03",4,2.662,8.066,107,0.98112320043834,100,5000,"O2"
5,"04",1,7.11,9.908,69,0.671725227869388,0,10,"O2"
5,"04",3,6.514,8.981,32,0.622595107872503,30,100,"O2"
5,"04",4,2.849,7.64,69,1.11505405597255,100,5000,"O2"
5,"05",1,2.782,8.969,49,0.96646144182653,0,10,"O2"
5,"05",2,7.191,8.261,10,0.355043800114859,10,30,"O2"
5,"05",3,3.565,8.115,62,0.921203913609521,30,100,"O2"
5,"05",4,2.646,6.1,76,0.718019512514024,100,5000,"O2"
5,"06",1,3.509,7.667,117,1.4120255725399,0,10,"O2"
5,"06",2,6.385,7.948,10,0.532837436122251,10,30,"O2"
5,"06",3,3.917,7.92,45,1.02166236688996,30,100,"O2"
5,"06",4,2.752,6.644,110,0.927322858098854,100,5000,"O2"
5,"07",1,0.56837,7.378,280,0.644872898173404,0,10,"O2"
5,"07",2,7.48,8.25,11,0.262309844545443,10,30,"O2"
5,"07",3,4.205,8.347,38,1.00967580935062,30,100,"O2"
5,"07",4,2.473,6.66168,281,0.785572774118597,100,5000,"O2"
5,"08",1,3.698,6.354,99,0.364976498086992,0,10,"O2"
5,"08",3,6.552,7.575,24,0.290868785472623,30,100,"O2"
5,"08",4,2.383,5.74,102,0.676698220089012,100,5000,"O2"
5,"09",1,4.9,5.827,25,0.201816484295345,0,10,"O2"
5,"09",2,4.9,7.013,27,0.539967032337527,10,30,"O2"
